mSetpoint
0.000,50.000,0.000,0.000,0.000,0.000,0.000,60.000
0.003,50.000,0.000,0.000,0.000,0.010,0.600,60.000
0.012,50.000,0.000,0.000,0.000,0.020,1.200,60.000
0.027,50.000,0.000,0.000,0.000,0.030,1.800,60.000
0.048,50.000,0.000,0.000,0.000,0.040,2.400,60.000
0.075,50.000,0.000,0.000,0.000,0.050,3.000,60.000
0.108,50.000,0.000,0.000,0.000,0.060,3.600,60.000
0.147,50.000,0.000,0.000,0.000,0.070,4.200,60.000
0.192,50.000,0.000,0.000,0.000,0.080,4.800,60.000
0.243,50.000,0.000,0.000,0.000,0.090,5.400,60.000
0.300,50.000,0.000,0.000,0.000,0.100,6.000,60.000
0.363,50.000,0.000,0.000,0.000,0.110,6.600,60.000
0.432,50.000,0.000,0.000,0.000,0.120,7.200,60.000
0.507,50.000,0.000,0.000,0.000,0.130,7.800,60.000
0.588,50.000,0.000,0.000,0.000,0.140,8.400,60.000
0.675,50.000,0.000,0.000,0.000,0.150,9.000,60.000
0.768,50.000,0.000,0.000,0.000,0.160,9.600,60.000
0.867,50.000,0.000,0.000,0.000,0.170,10.200,60.000
0.972,50.000,0.000,0.000,0.000,0.180,10.800,60.000
1.083,50.000,0.000,0.000,0.000,0.190,11.400,60.000
1.200,50.000,0.000,0.000,0.000,0.200,12.000,60.000
1.323,50.000,0.000,0.000,0.000,0.210,12.600,60.000
1.452,50.000,0.000,0.000,0.000,0.220,13.200,60.000
1.587,50.000,0.000,0.000,0.000,0.230,13.800,60.000
1.728,50.000,0.000,0.000,0.000,0.240,14.400,60.000
1.875,50.000,0.000,0.000,0.000,0.250,15.000,60.000
2.028,50.000,0.000,0.000,0.000,0.260,15.600,60.000
2.187,50.000,0.000,0.000,0.000,0.270,16.200,60.000
2.352,50.000,0.000,0.000,0.000,0.280,16.800,60.000
2.523,50.000,0.000,0.000,0.000,0.290,17.400,60.000
2.700,50.000,0.000,0.000,0.000,0.300,18.000,60.000
2.883,50.000,0.000,0.000,0.000,0.310,18.600,60.000
3.072,50.000,0.000,0.000,0.000,0.320,19.200,60.000
3.267,50.000,0.000,0.000,0.000,0.330,19.800,60.000
3.468,50.000,0.000,0.000,0.000,0.340,20.400,60.000
3.675,50.000,0.000,0.000,0.000,0.350,21.000,60.000
3.888,50.000,0.000,0.000,0.000,0.360,21.600,60.000
4.107,50.000,0.000,0.000,0.000,0.370,22.200,60.000
4.332,50.000,0.000,0.000,0.000,0.380,22.800,60.000
4.563,50.000,0.000,0.000,0.000,0.390,23.400,60.000
4.800,50.000,0.000,0.000,0.000,0.400,24.000,60.000
5.043,50.000,0.000,0.000,0.000,0.410,24.600,60.000
5.292,50.000,0.000,0.000,0.000,0.420,25.200,60.000
5.547,50.000,0.000,0.000,0.000,0.430,25.800,60.000
5.808,50.000,0.000,0.000,0.000,0.440,26.400,60.000
6.075,50.000,0.000,0.000,0.000,0.450,27.000,60.000
6.348,50.000,0.000,0.000,0.000,0.460,27.600,60.000
6.627,50.000,0.000,0.000,0.000,0.470,28.200,60.000
6.912,50.000,0.000,0.000,0.000,0.480,28.800,60.000
7.203,50.000,0.000,0.000,0.000,0.490,29.400,60.000
7.500,50.000,0.000,0.000,0.000,0.500,30.000,60.000
7.803,50.000,0.000,0.000,0.000,0.510,30.600,60.000
8.112,50.000,0.000,0.000,0.000,0.520,31.200,60.000
8.427,50.000,0.000,0.000,0.000,0.530,31.800,60.000
8.748,50.000,0.000,0.000,0.000,0.540,32.400,60.000
9.075,50.000,0.000,0.000,0.000,0.550,33.000,60.000
9.408,50.000,0.000,0.000,0.000,0.560,33.600,60.000
9.747,50.000,0.000,0.000,0.000,0.570,34.200,60.000
10.092,50.000,0.000,0.000,0.000,0.580,34.800,60.000
10.443,50.000,0.000,0.000,0.000,0.590,35.400,60.000
10.800,50.000,0.000,0.000,0.000,0.600,36.000,60.000
11.163,50.000,0.000,0.000,0.000,0.610,36.600,60.000
11.532,50.000,0.000,0.000,0.000,0.620,37.200,60.000
11.907,50.000,0.000,0.000,0.000,0.630,37.800,60.000
12.288,50.000,0.000,0.000,0.000,0.640,38.400,60.000
12.675,50.000,0.000,0.000,0.000,0.650,39.000,60.000
13.068,50.000,0.000,0.000,0.000,0.660,39.600,60.000
13.467,50.000,0.000,0.000,0.000,0.670,40.200,60.000
13.872,50.000,0.000,0.000,0.000,0.680,40.800,60.000
14.283,50.000,0.000,0.000,0.000,0.690,41.400,60.000
14.700,50.000,0.000,0.000,0.000,0.700,42.000,60.000
15.123,50.000,0.000,0.000,0.000,0.710,42.600,60.000
15.552,50.000,0.000,0.000,0.000,0.720,43.200,60.000
15.987,50.000,0.000,0.000,0.000,0.730,43.800,60.000
16.428,50.000,0.000,0.000,0.000,0.740,44.400,60.000
16.875,50.000,0.000,0.000,0.000,0.750,45.000,60.000
17.328,50.000,0.000,0.000,0.000,0.760,45.600,60.000
17.787,50.000,0.000,0.000,0.000,0.770,46.200,60.000
18.252,50.000,0.000,0.000,0.000,0.780,46.800,60.000
18.723,50.000,0.000,0.000,0.000,0.790,47.400,60.000
19.200,50.000,0.000,0.000,0.000,0.800,48.000,60.000
19.683,50.000,0.000,0.000,0.000,0.810,48.600,60.000
20.172,50.000,0.000,0.000,0.000,0.820,49.200,60.000
20.667,50.000,0.000,0.000,0.000,0.830,49.800,60.000
21.168,50.000,0.000,0.000,0.000,0.840,50.400,60.000
21.675,50.000,0.000,0.000,0.000,0.850,51.000,60.000
22.188,50.000,0.000,0.000,0.000,0.860,51.600,60.000
22.707,50.000,0.000,0.000,0.000,0.870,52.200,60.000
23.232,50.000,0.000,0.000,0.000,0.880,52.800,60.000
23.763,50.000,0.000,0.000,0.000,0.890,53.400,60.000
24.300,50.000,0.000,0.000,0.000,0.900,54.000,60.000
24.843,50.000,0.000,0.000,0.000,0.910,54.600,60.000
25.392,50.000,0.000,0.000,0.000,0.920,55.200,60.000
25.947,50.000,0.000,0.000,0.000,0.930,55.800,60.000
26.508,50.000,0.000,0.000,0.000,0.940,56.400,60.000
27.075,50.000,0.000,0.000,0.000,0.950,57.000,60.000
27.648,50.000,0.000,0.000,0.000,0.960,57.600,60.000
28.227,50.000,0.000,0.000,0.000,0.970,58.200,60.000
28.812,50.000,0.000,0.000,0.000,0.980,58.800,60.000
29.403,50.000,0.000,0.000,0.000,0.990,59.400,60.000
30.000,50.000,0.000,0.000,0.000,1.000,60.000,60.000
30.603,50.000,0.000,0.000,0.000,1.010,60.600,60.000
31.212,50.000,0.000,0.000,0.000,1.020,61.200,60.000
31.827,50.000,0.000,0.000,0.000,1.030,61.800,60.000
32.448,50.000,0.000,0.000,0.000,1.040,62.400,60.000
33.075,50.000,0.000,0.000,0.000,1.050,63.000,60.000
